,fetal_skin_n,fetal_skin_p,fetal_skin_l,organoid_n,organoid_p,organoid_l
17350,FAM169A,4.753576108246483e-228,-1.2025453,PLA2G16,2.7291888028335634e-274,-0.98595685
17351,SFSWAP,3.049706384320856e-228,-0.38413033,BMP6,2.469466618976517e-274,-3.1518564
17352,SLCO3A1,2.4644075762985593e-228,-0.9330358,ADORA2B,1.5476653222289096e-274,-1.1471616
17353,KDM5A,6.439120510659687e-229,-0.33862785,YTHDF3,7.07562087622803e-275,-0.48772222
17354,TBL2,2.721732284056904e-229,-0.45828655,ARPC4-TTLL3,7.024043689631866e-275,-4.3982625
17355,PEX6,2.170486403810351e-229,-0.83023757,NDUFB9,2.992878830739494e-275,-0.25266126
17356,FIZ1,2.337573576789744e-229,-1.0266442,MMS19,1.6658831476022113e-275,-0.6854013
17357,TRIM44,5.096509135683966e-230,-0.35619104,ZNF266,9.802610103610613e-276,-0.9435542
17358,SLC39A3,4.253905670366241e-230,-0.56689966,GNPAT,6.693194937212157e-276,-0.4665673
17359,INA,5.319954608020393e-230,-2.6550984,HIST1H2AJ,7.578175854048388e-276,-3.233572
17360,PAFAH1B3,2.306188995021054e-230,-0.29027447,MINK1,3.2670331536537555e-276,-0.81288433
17361,HEBP1,1.9723921244884189e-230,-0.29121003,LGALS12,3.6479949168821895e-276,-3.6020558
17362,SPATS2,2.1181440536437636e-230,-0.37212214,SLFN12L,4.310242824470421e-276,-5.3088207
17363,SMAD5,1.159177611791344e-230,-0.3158523,AGTPBP1,9.254747329473205e-277,-0.73385555
17364,CCDC180,1.8053129888124006e-230,-1.3644962,PCDHGA2,1.520540301249566e-276,-5.606126
17365,PLXDC2,7.773956333362673e-231,-0.36947802,CERCAM,6.904303737940345e-277,-0.40497735
17366,TADA2B,1.9493046965660436e-231,-1.0569648,SAE1,6.296068070225074e-277,-0.4107875
17367,PRKCZ,1.921416086491292e-231,-1.0712395,GCNT1,5.075726176243007e-277,-1.211248
17368,EXTL2,5.2127581879860655e-232,-0.37517866,ITGB1,3.9842908265308644e-277,-0.24446537
17369,SGPP2,8.203706167795312e-232,-3.2308562,TLR8,6.22352824691008e-277,-8.37575
17370,CPNE1,2.395370423119362e-232,-0.3030047,SENCR,2.5684458260100443e-277,-1.5049546
17371,RNF165,2.1443773796203788e-232,-1.0639969,SLAMF6,4.920461942887144e-277,-5.7003
17372,SEMA6B,1.7153472060504125e-232,-1.1923698,TMEM171,2.341370922268963e-277,-1.320437
17373,NDUFA8,1.091087601888034e-232,-0.2959099,HPSE,2.271015035074119e-277,-2.362927
17374,VSTM2L,1.6085847703499537e-232,-1.4608153,IKBKE,1.818922338613885e-277,-1.3577818
17375,ELOVL4,5.550915591564566e-233,-0.73685354,CDKN3,1.5825557613453763e-277,-0.82425845
17376,ELK4,4.810343437528527e-233,-0.5975429,BORCS8-MEF2B,1.929957996183184e-277,-4.6942816
17377,LRRC37B,2.1594110094387455e-233,-0.85172737,CHTF18,8.855282876579507e-278,-1.0440928
17378,BIVM,1.2386547825379236e-233,-0.66140294,PRPF38B,5.411195854808229e-278,-0.3114031
17379,CHD4,7.405390516474973e-234,-0.32455486,ACAA1,3.472085002598501e-278,-0.41877234
17380,KRT80,1.0849828566727503e-233,-3.5355,MELK,1.7629081465427584e-278,-1.0627304
17381,ARV1,2.1478281870434846e-234,-0.64622134,HIP1,7.812788591969201e-279,-0.67361903
17382,PLCB4,2.1849796648192073e-234,-1.0051303,CSTA,5.570914765243447e-279,-0.92312455
17383,PODNL1,2.2155087266781836e-234,-1.7024647,SLC36A1,4.6696880128465175e-279,-1.7026676
17384,RNF24,1.2793381123389102e-234,-0.39172843,VPS37C,3.4582428722241574e-279,-0.89090186
17385,SLC35F2,1.9320580576219896e-234,-1.6619867,DNASE1L3,5.339183898799423e-279,-4.1427894
17386,LCNL1,2.1974232543280684e-234,-4.120955,PCSK9,2.82385009324987e-279,-0.5707031
17387,HCG18,6.62299987797699e-235,-0.507609,MCU,2.05847864337227e-279,-0.85604894
17388,ADARB1,5.494011801625549e-235,-0.9878756,TSPAN4,1.8989955513434555e-279,-0.33589208
17389,MRAP2,5.129394411862347e-235,-1.3334239,AP1S2,1.591727646349904e-279,-0.378085
17390,OTX1,8.565042640726899e-235,-3.4665964,PHB2,5.342524963968266e-280,-0.23527774
17391,ALDH1L2,2.2087085828923507e-235,-0.7258386,SLC22A6,3.864068030212435e-280,-4.231096
17392,PCP4,2.7203303581658924e-235,-1.1644802,TMEM69,2.008792958297234e-280,-0.54400694
17393,GSTZ1,5.879529271841548e-236,-0.53000075,LINC01535,1.5865501642500932e-280,-2.4331892
17394,SYT6,7.511865552493205e-236,-1.6872493,MPO,2.9904003865154313e-280,-12.585062
17395,HIBCH,1.8252281766945382e-236,-0.39017043,MAF1,1.4018644215191108e-280,-0.34972656
17396,WDFY1,6.75966682514506e-237,-0.49142867,FOLR3,2.5310063767120704e-280,-6.843382
17397,DHCR24,5.406556184681291e-237,-0.61126614,IL1R2,8.336360993465236e-281,-2.2773767
17398,NCBP2-AS2,3.979857732514263e-237,-0.40210035,SNX22,2.506917236908681e-281,-1.64662
17399,ZNF281,3.9513367999607783e-237,-0.5215526,TAX1BP3,2.4390568086594452e-281,-0.4085067
17400,ANKRD26,3.208560349546578e-237,-0.4865125,CDK17,1.5087487420404772e-281,-0.6558764
17401,PER3,3.645915876083732e-237,-0.91353405,IST1,1.6225943334886774e-281,-0.41542017
17402,ACTR10,1.9134771344311368e-237,-0.2911484,NOD1,1.3124911679660659e-281,-1.3448511
17403,NPAS3,2.4615091098930775e-237,-1.0892309,ADD2,5.0725719378410076e-282,-1.3306745
17404,OSTN,5.07424938545165e-237,-7.0463047,ACTA1,4.858363504702499e-282,-2.411598
17405,NDUFA10,9.485350129330492e-238,-0.2672411,PRPF18,1.133815072442478e-282,-0.5597699
17406,LOX,5.365220844448189e-238,-0.3688266,GTF3C5,8.031382050780593e-283,-0.5267841
17407,SH3RF2,1.1380068212145749e-237,-2.6912332,RCN3,5.889111423374449e-283,-0.38192326
17408,GAR1,4.96285949730168e-238,-0.4216268,TMEM41A,5.531038845278274e-283,-0.5552535
17409,TPM1,3.2251018458522266e-238,-0.29287547,WDR34,4.1525000072470073e-283,-0.49647173
17410,ADM2,3.8911187093573454e-238,-2.957577,BISPR,4.37039470569834e-283,-2.9945667
17411,WDR27,1.0754979751693241e-238,-0.7642479,GALNT9,2.4587903166141364e-283,-1.6786914
17412,ZBED5,8.81687630290343e-239,-0.43668208,CCDC36,2.2632401534965363e-283,-3.38392
17413,PPP1R14C,7.169766129916305e-239,-1.1033366,GORASP1,1.093795445848394e-283,-0.891798
17414,EVC,6.73589650011413e-239,-1.4551952,ERG,1.0928529272030357e-283,-0.8733991
17415,H3F3A,2.7567675879829894e-239,-0.123832256,CSF2,2.327538396740247e-283,-23.886913
17416,ILVBL,2.032952548773431e-239,-0.42067343,COG8,8.192256528093825e-284,-0.8165268
17417,HOXC13-AS,6.330952333111674e-239,-5.260568,RNF40,2.7860514138981286e-284,-0.5617956
17418,MPV17L,2.160492973702115e-239,-1.5894004,ZPR1,2.4518448049013838e-284,-0.5301719
17419,LYPD3,1.1777414445554685e-239,-0.82596785,BTLA,2.9118548262820074e-284,-5.0701227
17420,HAR1A,2.571904635775386e-239,-3.8657045,CYP27A1,1.3171177281041096e-284,-0.91269463
17421,PPP4R2,4.87784291850111e-240,-0.32002887,ZEB2,9.700524122836784e-285,-0.31137627
17422,ZNF771,4.2032296293278644e-240,-0.6219163,NR1H2,7.207397884504386e-285,-0.49358895
17423,RBM27,3.7008065204074734e-240,-0.7926288,PLCG1,2.874262169380463e-285,-0.7167972
17424,ZXDC,1.2188423423704058e-240,-0.9985071,TMEM119,1.1978996909259885e-285,-0.4302063
17425,ARHGEF9,1.0321616573877834e-240,-0.5386448,ERP44,4.563659476032084e-286,-0.3497007
17426,GSTT2B,9.430056480391234e-241,-0.85637367,DRAP1,4.532981153346743e-286,-0.25187054
17427,PLEKHA8,8.628451014441343e-241,-0.80955005,ALG3,2.935255186085067e-286,-0.48099726
17428,CES4A,7.551377210797563e-241,-1.1757324,RCBTB2,2.213765475284027e-286,-0.5648934
17429,PDE5A,1.5535340462359978e-241,-0.75528586,RASIP1,1.73443545633628e-286,-1.4210299
17430,ZBTB1,9.67354469742359e-242,-0.43776342,RHAG,2.9356458957126437e-286,-5.10464
17431,PHAX,4.860600685153032e-242,-0.36009747,AP2M1,1.367165692253123e-286,-0.25047868
17432,STRN,4.4038809830060575e-242,-0.6973129,SLC6A12,1.064996545646166e-286,-3.3966992
17433,CYP27C1,4.067781033417769e-242,-1.1650459,ITGA1,6.782027028577871e-287,-0.96744394
17434,ZFP62,3.3204324971310366e-242,-0.82206005,KLRC2,8.872512183864989e-287,-6.070844
17435,TMPRSS13,3.591329623744076e-242,-2.446841,TAP1,3.9905820878654646e-287,-0.7554263
17436,NKILA,2.095010754115175e-242,-1.5134544,TBC1D1,3.3700244962036404e-287,-0.7346017
17437,PLCH2,2.5229163265420862e-242,-3.0063744,P2RX5,2.6983623637057286e-287,-4.1994658
17438,FAM83G,2.2150474889017314e-242,-2.7802367,CXXC1,1.638876171002591e-287,-0.5800633
17439,FAM57A,1.0418752153584533e-242,-0.737482,FAM206A,1.4233760056275675e-287,-0.7224994
17440,ZNF827,9.684643846205192e-243,-0.56789565,HLA-DQB2,1.3026825644407993e-287,-7.488276
17441,CYP26B1,9.942479515775197e-243,-0.9738242,GYPE,5.316948088536181e-288,-4.774903
17442,CARD18,1.8764296128042986e-242,-5.858149,COPS7B,2.1400241752032497e-288,-0.6025041
17443,CLN5,4.838224799113458e-243,-0.46529946,SRRT,1.4534640149470603e-288,-0.47893852
17444,MAP7D1,3.607169629972135e-243,-0.46914467,PAX7,9.31881197841162e-289,-2.7652862
17445,CHRDL2,9.74101643948602e-243,-4.027417,DENND1A,1.511478864948232e-289,-0.8883704
17446,CHI3L1,3.6627526533125555e-243,-3.3473127,RC3H1,1.4292242268850617e-289,-0.5579358
17447,PEX3,9.208920528752024e-244,-0.66887546,DHX30,1.1957357890183193e-289,-0.47965822
17448,SLF2,8.477943886276192e-244,-0.56741583,BHMT2,1.1447969169170278e-289,-2.956328
17449,CAMK2B,1.5429567411178235e-243,-2.6209002,DPY19L2,1.987928909527555e-290,-1.2046798
17450,KHDC1,6.56676295060239e-244,-0.9811911,GBGT1,1.6533313136286887e-290,-1.1959717
17451,KCNK15,9.677639518917023e-244,-3.102657,DYSF,1.1175716792975563e-290,-1.7308346
17452,PPIL3,1.913644763120306e-244,-0.40788463,TMEM86A,1.0694581586194812e-290,-2.1336443
17453,UBL4A,1.2856834350524654e-244,-0.61088884,NGDN,9.738921620128278e-291,-0.42124477
17454,PRDM11,1.4038184792946276e-244,-0.90208745,CHD2,9.163984338203697e-291,-0.3866313
17455,KCNK1,1.4248660348976331e-244,-1.5279182,TRAF6,2.7020066911624643e-291,-0.961515
17456,FAM217B,6.14664032909884e-245,-0.60354775,FITM1,3.205967038381575e-291,-2.6121624
17457,TMEM200C,7.539562227988869e-245,-0.98518324,CCR6,2.999207305984505e-291,-3.6370194
17458,GALNT3,4.95836860029775e-245,-1.0263127,GPD1L,1.529850056058518e-291,-1.3234957
17459,SLF1,3.229170025905439e-245,-0.54684937,NICN1,7.706848761621549e-292,-1.688809
17460,B3GAT2,3.3832897899288445e-245,-1.0286913,TMEM104,3.2482359634557265e-292,-1.3718783
17461,ASCL4,4.3805976774597815e-245,-2.278619,CHST11,2.8447916505754e-292,-0.92745525
17462,KANK2,8.023339030337993e-246,-0.43215743,BANP,3.0223834183205772e-292,-0.67297417
17463,ZNF594,5.936076237881817e-246,-1.3375341,KARS,2.7275972389074185e-292,-0.43298957
17464,LIN7C,4.055908913943251e-246,-0.57849634,PSRC1,1.188012817040361e-292,-0.9658839
17465,ARMC1,3.3483735576521215e-246,-0.42324778,IL21R,1.3955481215307517e-292,-2.932819
17466,DGCR8,1.059448761648403e-246,-0.73913985,PLPP7,8.696079060994211e-293,-3.0467105
17467,CREBBP,8.669038818774171e-247,-0.4085501,TEK,7.985146100292403e-293,-2.791427
17468,MORN2,7.340828747191859e-247,-0.41022232,CHRM3-AS2,1.224511063180907e-292,-4.8054814
17469,EPHB4,7.214669558679287e-247,-0.59876657,ELK1,1.329116181637408e-293,-0.71617734
17470,CPNE5,7.677990101104175e-247,-1.225531,LAIR2,1.709631734555223e-293,-23.397963
17471,RPL37A,3.022834092054287e-247,-0.11540564,CLCN5,4.1682196385732325e-294,-0.772956
17472,RTN4,3.3415638650477416e-247,-0.22205357,PFDN4,4.96358707838536e-294,-0.31028995
17473,ARFGEF3,8.041257655641932e-247,-2.5453684,TNFRSF18,4.024052818193034e-294,-2.0856893
17474,TENM1,4.688518763202962e-247,-1.438148,NUP85,1.5760945986923107e-294,-0.6949909
17475,UBE2J2,8.26904655648575e-248,-0.3894513,CKAP2L,1.1425463326578794e-294,-1.0829574
17476,CDC26,6.626632802315524e-248,-0.30933374,C1QTNF5,8.550609519887058e-295,-5.307497
17477,RLF,5.683293447268569e-248,-0.42268458,PRDM1,2.9128864348523155e-295,-0.7534967
17478,GRIN2B,1.3032863387633184e-247,-2.5631227,GPR89B,1.000428758172463e-295,-1.22369
17479,AASDH,4.185877564295377e-248,-0.5557983,NEK3,9.895286454681838e-296,-0.8322349
17480,XPC,1.310971996864331e-248,-0.4941818,ABCA7,5.027493458926453e-296,-2.0955718
17481,PSMD8,9.675012505742675e-249,-0.21822247,SPARCL1,3.861680552531635e-296,-0.5946186
17482,TNFRSF12A,6.142327087586e-250,-0.6479592,TACC1,1.4842903525400433e-296,-0.4250459
17483,GPATCH2,2.8871521689776985e-250,-0.4878668,ZBTB45,7.585266707140336e-297,-0.9627973
17484,MCMBP,1.8210398681235208e-250,-0.5909024,LGI4,1.6610262586581913e-297,-1.0950034
17485,ASF1A,1.3491280061747427e-250,-0.44435522,NTRK3,1.3446070432688144e-297,-1.2629174
17486,ZNF264,1.173462615058971e-250,-0.6947828,E4F1,1.4459052379721191e-297,-0.7747806
17487,NUCB2,9.059372972761437e-251,-0.3026073,BTC,9.235958870428133e-298,-1.640527
17488,SIX5,6.5829655810903956e-251,-0.72163665,CTHRC1,1.0141109815405806e-297,-0.5524065
17489,FAM234A,3.784072996448282e-251,-0.5960838,ACIN1,8.836995045202424e-298,-0.4119717
17490,DOCK1,2.548515841032119e-251,-0.51331776,IL1RAP,4.170649388185719e-298,-1.1699529
17491,MT4,3.201090712285694e-251,-11.401139,ANO6,4.403475128732845e-298,-0.5077405
17492,LTB4R,5.380056385713634e-252,-0.97339004,DNAAF1,3.944049492693342e-298,-2.3701894
17493,PANO1,9.709369943869177e-252,-2.6216087,SNX12,2.200211758381539e-298,-0.6671691
17494,LINC01089,4.060612621310697e-252,-0.8266852,PAK1,2.2315907060122842e-298,-0.49863753
17495,SAR1A,3.369649906769793e-252,-0.30511686,GMPPA,1.7620731111816897e-298,-0.58847994
17496,KRT35,1.109207286850468e-251,-9.606594,PLCD1,1.439806563640921e-298,-0.87344766
17497,FOXD3,6.013002476158182e-252,-2.028575,KIAA0391,1.3705214604984743e-298,-1.5411558
17498,DDX24,1.2054049963274804e-252,-0.2757094,BMP2K,9.807841519303413e-299,-0.70330036
17499,LRRC42,1.3029427540471529e-252,-0.42477238,RPH3AL,5.375461498768119e-299,-1.5740838
17500,PLEKHM3,9.885207259297479e-253,-1.4037269,BOLA3,6.273790462403094e-299,-0.4259206
17501,ERCC4,2.763671000797611e-253,-0.6289117,CCDC18,2.2806513446187362e-299,-0.94955796
17502,WWC1,4.926638476073952e-253,-2.2183836,LINC00346,2.324871348340308e-299,-4.213282
17503,MFSD3,2.754364240695971e-253,-0.91143847,SLC31A2,9.715280912053284e-300,-1.1185925
17504,PAQR4,2.3773034207204923e-253,-0.9618059,HYPK,9.044937536295043e-300,-0.9227392
17505,ZBTB38,7.278594422173191e-254,-0.49312836,PRADC1,8.854125854845055e-300,-0.65216905
17506,SARS,4.848547693854313e-254,-0.3250204,CD72,8.53859419162351e-300,-1.957558
17507,ACAA2,4.667291072270622e-254,-0.36347577,KLF1,1.19757680228428e-299,-4.670506
17508,LRRC47,3.6632268103747e-254,-0.5242535,RIMS1,5.810012941675474e-300,-1.9633403
17509,NOC3L,3.557123327388892e-254,-0.5285051,CD302,3.4010851273867976e-300,-0.52734685
17510,AGL,3.633152645685744e-254,-0.6367208,M6PR,2.8315668413802547e-300,-0.40606934
17511,RMDN2,2.9149886209572538e-254,-1.0536246,LINC01215,2.7383070250942215e-300,-7.9478025
17512,UCMA,2.5242250723587377e-254,-3.3308134,LMO2,9.41086772690943e-301,-1.2599772
17513,GRHL3,1.9201694998242333e-254,-3.2971663,IFNGR1,9.376565919896266e-301,-0.4027328
17514,FZD9,1.4084990830809205e-254,-2.174519,NUP93,8.141294259546327e-301,-0.6322038
17515,SENP5,2.5307943748525832e-255,-0.560007,ULK3,4.082228464181342e-301,-0.81070316
17516,KRT13,6.133912058124025e-255,-2.6802888,MT1G,4.4657541893988895e-301,-2.5766141
17517,SGK3,1.7602467323290411e-255,-0.9401841,RACGAP1,5.749403758183596e-302,-0.8634104
17518,FLRT2,8.025140775545805e-256,-0.39461657,CLK3,2.7524545110380317e-302,-0.5077407
17519,LPIN2,3.9522158594451397e-256,-0.49381018,PCTP,1.0962068787274962e-302,-0.9509483
17520,PRKCI,3.7526090965750554e-256,-0.5124389,ADAM28,6.233817014539748e-303,-1.711776
17521,EIF3M,2.3982636910536252e-256,-0.22452305,LINC00517,2.667935921496951e-303,-1.8024762
17522,PIBF1,2.0301261977882826e-256,-0.47617847,MAST3,2.379330636762526e-303,-1.355764
17523,BACE1-AS,2.97812000907543e-256,-1.6992624,RANBP3,2.556719266057744e-303,-0.5703589
17524,ABCD3,7.926743596772357e-257,-0.5694753,ELAC2,1.084638065037464e-303,-0.7163566
17525,PGAP2,6.860936613826302e-257,-0.56491464,ATXN2L,7.314582838907263e-304,-0.5191704
17526,SOX15,5.256311976940353e-257,-0.74880373,KLHDC3,3.999002785324227e-304,-0.34457165
17527,TP73,1.0532872732314327e-256,-2.7825024,ZDHHC3,3.11405779231803e-304,-0.50942576
17528,LGR6,4.068592428584474e-257,-1.4100688,APBB1,2.7267643849669297e-304,-0.7575604
17529,KRT6B,6.421123964580244e-257,-8.026664,GBP4,1.9491628774059834e-304,-2.226254
17530,C17orf67,1.3121244547791775e-257,-1.3690214,BECN1,1.0133475494284373e-304,-0.60054773
17531,WWC3,5.238443468608953e-258,-0.70609635,RAB4B,5.579258779247111e-305,-1.2515455
17532,SEC61G,2.9621631339119533e-258,-0.18744944,KDELC1,3.675844984951115e-305,-0.6656162
17533,COQ7,3.364735691384221e-258,-0.5491715,GBP5,4.381111162571827e-305,-2.7459028
17534,CLDN1,3.5952327466862015e-258,-1.1451527,AP4B1,2.2025576749217497e-305,-0.93486935
17535,VIM,4.3426433163629355e-259,-0.3172298,LIMD1,6.802330394655289e-306,-0.9380931
17536,STAG1,4.4163352123728856e-259,-0.41950843,POLDIP3,4.7895617414474865e-306,-0.5017202
17537,PRR16,2.770136937240057e-259,-0.6706143,FHL1,2.7916378163059726e-306,-0.40812936
17538,PRKD3,1.578546289470949e-259,-0.485262,PLP1,1.3438355098972403e-306,-0.5711872
17539,KHK,8.552135327974961e-260,-1.0417794,MMADHC,9.507825024037998e-307,-0.3146598
17540,BAZ1B,4.511025314368742e-260,-0.41140315,PSD4,4.745362185243114e-307,-1.5843674
17541,PTK7,2.133260984960169e-260,-0.34061152,RAD51AP1,4.143458605976651e-307,-0.89340264
17542,XRN1,1.175349353202163e-260,-0.42619395,UBXN11,3.6367914770306095e-307,-0.76873195
17543,WDFY3,2.1208841104715788e-261,-0.6226447,FOXM1,3.0643498392910338e-307,-1.1827568
17544,C14orf39,2.7306290355624766e-261,-2.546246,AMPD3,2.7202595534918655e-307,-1.834703
17545,TTC1,7.747220022540318e-262,-0.3861072,TPP2,1.6767956272217038e-307,-0.5355214
17546,SPRR1B,2.0518222574531477e-261,-5.701298,VPS72,1.654529458346611e-307,-0.43642926
17547,LEPROT,2.1991840606494375e-262,-0.29248413,SMG8,2.718896667643059e-308,-1.5251763
17548,AMER2,6.533385246968506e-262,-2.86846,OAS2,2.954732250843835e-308,-3.3760817
17549,TAS2R14,3.149423900958704e-262,-2.007845,CORO7,1.371571684012009e-308,-1.0644819
17550,ZNF117,1.7149033371888208e-262,-0.8553094,ZC3H3,4.017079963323297e-309,-0.90410995
17551,MUM1,8.808437470271279e-263,-0.46715173,KCNQ5,4.648348921031255e-309,-2.4789226
17552,NHLRC2,7.089348510549515e-263,-0.6108228,TIMM21,4.220603150300574e-309,-0.62797296
17553,PRMT2,5.8984352347544275e-263,-0.29685795,PRELID3B,3.845407932195415e-309,-0.528372
17554,HDDC2,3.794858623283205e-263,-0.31207672,LINC00327,2.950548768694146e-309,-1.0940112
17555,SCRN1,3.7557579068432585e-263,-0.6243201,IL13RA1,2.02772766756948e-309,-0.7887523
17556,FAM83C,5.918910049528318e-263,-3.8882139,IGFBP3,2.361030236404267e-309,-0.45980465
17557,CCL28,1.882573963487276e-263,-1.8009586,PDCD1,1.02035012710889e-309,-6.9846015
17558,MAOA,1.8142130485147904e-263,-2.2192738,DCHS2,0.0,-1.2842591
17559,FBXO27,3.1260039647536795e-264,-1.4827359,VRK3,0.0,-0.6349023
17560,EXOC3-AS1,1.7453726735578135e-264,-0.97087926,HP,0.0,-5.0103393
17561,DLX6-AS1,4.873983030553744e-264,-5.120238,IVNS1ABP,0.0,-0.4407481
17562,PDCL,1.1494258191291025e-264,-0.47764486,MAP7D3,0.0,-0.57977366
17563,USP25,1.1057617288142512e-264,-0.75480664,AHCY,0.0,-0.32688415
17564,ERC1,9.872315656827219e-265,-0.52811587,RADIL,0.0,-2.0339086
17565,SPATA18,1.7164952464742633e-264,-1.805648,RRP12,0.0,-0.8492968
17566,NRG3,1.3811400111860854e-264,-2.3044045,EXOSC10,0.0,-0.5789024
17567,ZBED1,1.2509223841223207e-265,-0.60678655,TMEM175,0.0,-0.69827646
17568,DNM1,8.62634344366377e-267,-0.52773917,NUF2,0.0,-1.0623556
17569,TM7SF3,6.654211305864496e-267,-0.58131504,YKT6,0.0,-0.6467443
17570,GPR180,4.11690968446046e-267,-0.6759788,ZNF490,0.0,-1.8770278
17571,RBMS1,3.0254064918356813e-267,-0.31000385,RPTOR,0.0,-1.172412
17572,DIRAS3,4.523986440168735e-267,-1.4481101,PIP5K1B,0.0,-2.0817065
17573,NAA15,2.484340980385459e-267,-0.4590624,AMDHD2,0.0,-0.8069627
17574,PRPS2,1.1933329917541983e-267,-0.5963524,ADORA2A,0.0,-8.112037
17575,COL4A3BP,6.904209757673348e-268,-0.4270759,DPYSL3,0.0,-0.59283423
17576,NARS,6.534161120385704e-268,-0.35991338,HNRNPK,0.0,-0.19554561
17577,CTSV,1.3387927475658632e-267,-1.5382212,TLR10,0.0,-5.1523576
17578,MRPS10,5.587047665960695e-268,-0.41984496,MYCT1,0.0,-3.8288906
17579,PLPP4,1.0661959914152821e-267,-2.3852293,INPP5K,0.0,-0.8314311
17580,TMEM60,1.9112065878393992e-268,-0.5057064,LMBR1,0.0,-0.74110824
17581,ARMCX2,1.3806186727974817e-268,-0.43145746,S1PR1,0.0,-1.1661909
17582,ITGB8,1.0180253603529504e-268,-1.2568507,PSMD10,0.0,-0.5005664
17583,ZNF608,5.9049446347905807e-269,-0.53563,DIMT1,0.0,-0.556226
17584,TMEM41B,1.7491549387954464e-269,-0.5329028,PGM5,0.0,-1.3767309
17585,AP1S1,1.3235256732556348e-269,-0.349851,MYO9B,0.0,-0.636674
17586,NUMBL,1.0236508595376064e-269,-0.67765933,LINC00877,0.0,-1.5825517
17587,ANKRD36,1.9968807833025396e-270,-0.6155679,MVB12A,0.0,-0.39437172
17588,PIM3,1.1254237955644067e-271,-0.47963172,HOXA11,0.0,-5.798748
17589,PROM2,3.588495100770291e-271,-3.4034991,LRRC34,0.0,-1.5305707
17590,SMCHD1,8.82900914000434e-272,-0.36100566,MDP1,0.0,-0.7941584
17591,CNOT4,5.031412825416251e-272,-0.38374752,LDLRAD3,0.0,-0.79753584
17592,RAB9B,9.944542879301265e-272,-1.7537277,HDC,0.0,-6.413393
17593,SLC35A3,1.5590294573519116e-272,-0.66939104,UBASH3A,0.0,-8.679219
17594,CCNO,5.79294808116421e-272,-4.665752,TUBB4B,0.0,-0.312926
17595,S100B,1.513864717913192e-272,-0.7979813,SPATA2,0.0,-1.010607
17596,ACKR3,5.768343935398204e-273,-0.79483366,HIST1H2BB,0.0,-4.621546
17597,VAPB,3.745812802980898e-273,-0.47471875,PIP4K2A,0.0,-0.7466626
17598,PATZ1,3.2621818402230428e-273,-0.83899647,MIER2,0.0,-0.8497789
17599,ARFGAP3,2.373542896188328e-273,-0.3913813,SLC38A10,0.0,-0.58873665
17600,BCL9,3.2990569442237057e-273,-0.811726,DRG1,0.0,-0.4236067
17601,CD2AP,1.9605798696349617e-273,-0.5677428,SMPD1,0.0,-0.7078409
